"implementation","run","module_base","exit_code","status","wall_seconds","cpu_seconds","sampled_peak_kib","stdout_bytes","stderr"
"compact-paged-streamed-interruptible","1","0x7ff7c6b80000","8","ResourceOut","61.070094","60.46875","788808","402","eprover: CPU time limit exceeded, terminating"
