"implementation","run","module_base","exit_code","status","wall_seconds","cpu_seconds","sampled_peak_kib","stdout_bytes","stderr"
"sort-revert","1","0x7ff79c430000","8","ResourceOut","63.352841","61.046875","2293244","359","eprover: CPU time limit exceeded, terminating"
"sort-revert","2","0x7ff79c430000","8","ResourceOut","61.809475","61.078125","2293792","359","eprover: CPU time limit exceeded, terminating"
"sort-revert","3","0x7ff79c430000","8","ResourceOut","61.782121","60.953125","2299792","359","eprover: CPU time limit exceeded, terminating"
