"pair","position","variant","wall_seconds","cpu_seconds","exit_code"
"1","1","parent","1.4196298","1.40625","0"
"1","2","candidate","1.3771931","1.359375","0"
"2","1","candidate","1.3767703","1.34375","0"
"2","2","parent","1.3772744","1.359375","0"
"3","1","parent","1.483521","1.328125","0"
"3","2","candidate","1.375929","1.328125","0"
"4","1","candidate","1.3825753","1.34375","0"
"4","2","parent","1.3618419","1.296875","0"
