"pair","position","variant","wall_seconds","cpu_seconds","exit_code"
"1","1","parent","1.789115","1.71875","0"
"1","2","candidate","3.5814836","2.015625","0"
"2","1","candidate","1.7514743","1.71875","0"
"2","2","parent","1.8643736","1.71875","0"
"3","1","parent","1.7168619","1.6875","0"
"3","2","candidate","1.710807","1.671875","0"
"4","1","candidate","1.8216362","1.78125","0"
"4","2","parent","1.7784513","1.75","0"
