phase,pair,position,label,wall_seconds,cpu_seconds,user_seconds,system_seconds,status,stdout_sha256,stdout_len,stderr_len
warmup,1,1,parent,1.516761171,1.516463000,1.434492000,0.081971000,0,b50bfb29a2fa3728792a422be2bd83a54c436fa1536c79b8d95c1c1f8c7f427d,378,0
warmup,1,2,candidate,1.492071516,1.491571000,1.414593000,0.076978000,0,b50bfb29a2fa3728792a422be2bd83a54c436fa1536c79b8d95c1c1f8c7f427d,378,0
warmup,2,1,candidate,1.508617465,1.508238000,1.427279000,0.080959000,0,b50bfb29a2fa3728792a422be2bd83a54c436fa1536c79b8d95c1c1f8c7f427d,378,0
warmup,2,2,parent,1.502964238,1.502521000,1.421546000,0.080975000,0,b50bfb29a2fa3728792a422be2bd83a54c436fa1536c79b8d95c1c1f8c7f427d,378,0
warmup,3,1,parent,1.529897901,1.529388000,1.465414000,0.063974000,0,b50bfb29a2fa3728792a422be2bd83a54c436fa1536c79b8d95c1c1f8c7f427d,378,0
warmup,3,2,candidate,1.480668722,1.480012000,1.418011000,0.062001000,0,b50bfb29a2fa3728792a422be2bd83a54c436fa1536c79b8d95c1c1f8c7f427d,378,0
warmup,4,1,candidate,1.500994046,1.500554000,1.444533000,0.056021000,0,b50bfb29a2fa3728792a422be2bd83a54c436fa1536c79b8d95c1c1f8c7f427d,378,0
warmup,4,2,parent,1.536223313,1.535749000,1.467760000,0.067989000,0,b50bfb29a2fa3728792a422be2bd83a54c436fa1536c79b8d95c1c1f8c7f427d,378,0
