phase,pair,position,label,wall_seconds,cpu_seconds,user_seconds,system_seconds,status,stdout_sha256,stdout_len,stderr_len
measurement,55,2,candidate,1.508690463,1.508200000,1.444191000,0.064009000,0,b50bfb29a2fa3728792a422be2bd83a54c436fa1536c79b8d95c1c1f8c7f427d,378,0
measurement,56,1,candidate,1.518236380,1.517863000,1.450869000,0.066994000,0,b50bfb29a2fa3728792a422be2bd83a54c436fa1536c79b8d95c1c1f8c7f427d,378,0
measurement,56,2,parent,1.508562141,1.507948000,1.427951000,0.079997000,0,b50bfb29a2fa3728792a422be2bd83a54c436fa1536c79b8d95c1c1f8c7f427d,378,0
measurement,57,1,parent,1.493637368,1.493253000,1.421240000,0.072013000,0,b50bfb29a2fa3728792a422be2bd83a54c436fa1536c79b8d95c1c1f8c7f427d,378,0
measurement,57,2,candidate,1.492243357,1.491735000,1.418748000,0.072987000,0,b50bfb29a2fa3728792a422be2bd83a54c436fa1536c79b8d95c1c1f8c7f427d,378,0
measurement,58,1,candidate,1.507418560,1.507065000,1.445062000,0.062003000,0,b50bfb29a2fa3728792a422be2bd83a54c436fa1536c79b8d95c1c1f8c7f427d,378,0
measurement,58,2,parent,1.501551557,1.501207000,1.427197000,0.074010000,0,b50bfb29a2fa3728792a422be2bd83a54c436fa1536c79b8d95c1c1f8c7f427d,378,0
measurement,59,1,parent,1.511908968,1.511581000,1.438601000,0.072980000,0,b50bfb29a2fa3728792a422be2bd83a54c436fa1536c79b8d95c1c1f8c7f427d,378,0
measurement,59,2,candidate,1.506318343,1.505919000,1.431923000,0.073996000,0,b50bfb29a2fa3728792a422be2bd83a54c436fa1536c79b8d95c1c1f8c7f427d,378,0
measurement,60,1,candidate,1.512609396,1.511983000,1.436983000,0.075000000,0,b50bfb29a2fa3728792a422be2bd83a54c436fa1536c79b8d95c1c1f8c7f427d,378,0
measurement,60,2,parent,1.498992062,1.498613000,1.419634000,0.078979000,0,b50bfb29a2fa3728792a422be2bd83a54c436fa1536c79b8d95c1c1f8c7f427d,378,0
measurement,61,1,parent,1.523632421,1.523216000,1.457258000,0.065958000,0,b50bfb29a2fa3728792a422be2bd83a54c436fa1536c79b8d95c1c1f8c7f427d,378,0
measurement,61,2,candidate,1.503042748,1.502648000,1.442661000,0.059987000,0,b50bfb29a2fa3728792a422be2bd83a54c436fa1536c79b8d95c1c1f8c7f427d,378,0
measurement,62,1,candidate,1.505663259,1.505270000,1.427308000,0.077962000,0,b50bfb29a2fa3728792a422be2bd83a54c436fa1536c79b8d95c1c1f8c7f427d,378,0
measurement,62,2,parent,1.500249709,1.499882000,1.423888000,0.075994000,0,b50bfb29a2fa3728792a422be2bd83a54c436fa1536c79b8d95c1c1f8c7f427d,378,0
measurement,63,1,parent,1.494639635,1.494255000,1.415294000,0.078961000,0,b50bfb29a2fa3728792a422be2bd83a54c436fa1536c79b8d95c1c1f8c7f427d,378,0
measurement,63,2,candidate,1.521635144,1.521179000,1.434169000,0.087010000,0,b50bfb29a2fa3728792a422be2bd83a54c436fa1536c79b8d95c1c1f8c7f427d,378,0
measurement,64,1,candidate,1.492770780,1.492369000,1.428353000,0.064016000,0,b50bfb29a2fa3728792a422be2bd83a54c436fa1536c79b8d95c1c1f8c7f427d,378,0
measurement,64,2,parent,1.499891343,1.499448000,1.443431000,0.056017000,0,b50bfb29a2fa3728792a422be2bd83a54c436fa1536c79b8d95c1c1f8c7f427d,378,0
