phase,contract_id,min_side_literals,min_main_literals,min_positive_choices,records,problems,families,aggregate_ratio,p95_ratio,maximum_problem_median_ratio,problem_balanced_median_ratio,maximum_estimated_bytes,sample_eligible,calibration_gate
calibration,5481282947e39da2afaa382c8789dcf2b32790734b95b63ca604718414e26da8,8,5,8,633,6,5,7.14798046070377,5.830987061599805,21.554347826086957,9.886788000805314,53368,True,False
calibration,5481282947e39da2afaa382c8789dcf2b32790734b95b63ca604718414e26da8,8,5,16,198,5,4,12.264021531298319,5.293499371644008,63.07225433526011,21.554347826086957,53368,False,False
calibration,5481282947e39da2afaa382c8789dcf2b32790734b95b63ca604718414e26da8,8,5,32,18,2,2,68.1606637218258,14.051561365286856,192.70047543581617,117.93607375686912,46200,False,False
calibration,5481282947e39da2afaa382c8789dcf2b32790734b95b63ca604718414e26da8,8,6,0,1118,6,5,9.208093951099961,6.002950396459524,22.263093788063337,15.652884672754602,53368,True,False
calibration,5481282947e39da2afaa382c8789dcf2b32790734b95b63ca604718414e26da8,8,6,4,934,6,5,8.768346539481525,5.87723983459683,22.263093788063337,11.91388429014303,53368,True,False
calibration,5481282947e39da2afaa382c8789dcf2b32790734b95b63ca604718414e26da8,8,6,8,633,6,5,7.14798046070377,5.830987061599805,21.554347826086957,9.886788000805314,53368,True,False
calibration,5481282947e39da2afaa382c8789dcf2b32790734b95b63ca604718414e26da8,8,6,16,198,5,4,12.264021531298319,5.293499371644008,63.07225433526011,21.554347826086957,53368,False,False
calibration,5481282947e39da2afaa382c8789dcf2b32790734b95b63ca604718414e26da8,8,6,32,18,2,2,68.1606637218258,14.051561365286856,192.70047543581617,117.93607375686912,46200,False,False
calibration,5481282947e39da2afaa382c8789dcf2b32790734b95b63ca604718414e26da8,8,7,0,1118,6,5,9.208093951099961,6.002950396459524,22.263093788063337,15.652884672754602,53368,True,False
calibration,5481282947e39da2afaa382c8789dcf2b32790734b95b63ca604718414e26da8,8,7,4,934,6,5,8.768346539481525,5.87723983459683,22.263093788063337,11.91388429014303,53368,True,False
calibration,5481282947e39da2afaa382c8789dcf2b32790734b95b63ca604718414e26da8,8,7,8,633,6,5,7.14798046070377,5.830987061599805,21.554347826086957,9.886788000805314,53368,True,False
calibration,5481282947e39da2afaa382c8789dcf2b32790734b95b63ca604718414e26da8,8,7,16,198,5,4,12.264021531298319,5.293499371644008,63.07225433526011,21.554347826086957,53368,False,False
calibration,5481282947e39da2afaa382c8789dcf2b32790734b95b63ca604718414e26da8,8,7,32,18,2,2,68.1606637218258,14.051561365286856,192.70047543581617,117.93607375686912,46200,False,False
calibration,5481282947e39da2afaa382c8789dcf2b32790734b95b63ca604718414e26da8,8,8,0,1118,6,5,9.208093951099961,6.002950396459524,22.263093788063337,15.652884672754602,53368,True,False
calibration,5481282947e39da2afaa382c8789dcf2b32790734b95b63ca604718414e26da8,8,8,4,934,6,5,8.768346539481525,5.87723983459683,22.263093788063337,11.91388429014303,53368,True,False
calibration,5481282947e39da2afaa382c8789dcf2b32790734b95b63ca604718414e26da8,8,8,8,633,6,5,7.14798046070377,5.830987061599805,21.554347826086957,9.886788000805314,53368,True,False
calibration,5481282947e39da2afaa382c8789dcf2b32790734b95b63ca604718414e26da8,8,8,16,198,5,4,12.264021531298319,5.293499371644008,63.07225433526011,21.554347826086957,53368,False,False
calibration,5481282947e39da2afaa382c8789dcf2b32790734b95b63ca604718414e26da8,8,8,32,18,2,2,68.1606637218258,14.051561365286856,192.70047543581617,117.93607375686912,46200,False,False
calibration,5481282947e39da2afaa382c8789dcf2b32790734b95b63ca604718414e26da8,8,9,0,1060,4,4,9.12716353584775,6.035058737151248,25.160753880266075,15.356249449727066,53368,False,False
calibration,5481282947e39da2afaa382c8789dcf2b32790734b95b63ca604718414e26da8,8,9,4,876,4,4,8.671985815602836,5.802308078273959,25.160753880266075,11.617249067115495,53368,False,False
calibration,5481282947e39da2afaa382c8789dcf2b32790734b95b63ca604718414e26da8,8,9,8,603,4,4,7.062227360418442,5.827280779450842,17.892797319933,7.7987509121771685,53368,False,False
calibration,5481282947e39da2afaa382c8789dcf2b32790734b95b63ca604718414e26da8,8,9,16,187,3,3,12.199568815201143,5.293499371644008,63.07225433526011,28.832201471420486,53368,False,False
calibration,5481282947e39da2afaa382c8789dcf2b32790734b95b63ca604718414e26da8,8,9,32,18,2,2,68.1606637218258,14.051561365286856,192.70047543581617,117.93607375686912,46200,False,False
calibration,5481282947e39da2afaa382c8789dcf2b32790734b95b63ca604718414e26da8,8,10,0,1001,3,3,9.026304843836385,5.8786592376404,21.770854271356782,21.188193343898575,53368,False,False
calibration,5481282947e39da2afaa382c8789dcf2b32790734b95b63ca604718414e26da8,8,10,4,817,3,3,8.55591487363388,5.9323220536756125,21.770854271356782,13.710192578675434,53368,False,False
calibration,5481282947e39da2afaa382c8789dcf2b32790734b95b63ca604718414e26da8,8,10,8,563,3,3,6.930891986656426,5.932051997766967,19.52129221732746,6.073196268798782,53368,False,False
calibration,5481282947e39da2afaa382c8789dcf2b32790734b95b63ca604718414e26da8,8,10,16,185,2,2,12.216657729556523,5.293499371644008,63.07225433526011,45.9522279033403,53368,False,False
calibration,5481282947e39da2afaa382c8789dcf2b32790734b95b63ca604718414e26da8,8,10,32,18,2,2,68.1606637218258,14.051561365286856,192.70047543581617,117.93607375686912,46200,False,False
calibration,5481282947e39da2afaa382c8789dcf2b32790734b95b63ca604718414e26da8,8,11,0,960,3,3,8.869819660470782,5.871967184499913,23.150083752093803,21.423137876386686,53368,False,False
calibration,5481282947e39da2afaa382c8789dcf2b32790734b95b63ca604718414e26da8,8,11,4,788,3,3,8.380326043192055,5.902803118261735,23.150083752093803,13.710192578675434,53368,False,False
calibration,5481282947e39da2afaa382c8789dcf2b32790734b95b63ca604718414e26da8,8,11,8,534,3,3,6.717036987904303,6.050564477659405,23.587565674255693,6.073196268798782,53368,False,False
calibration,5481282947e39da2afaa382c8789dcf2b32790734b95b63ca604718414e26da8,8,11,16,170,2,2,11.873250665025232,5.0001054963603755,63.07225433526011,49.217496871634694,53368,False,False
calibration,5481282947e39da2afaa382c8789dcf2b32790734b95b63ca604718414e26da8,8,11,32,18,2,2,68.1606637218258,14.051561365286856,192.70047543581617,117.93607375686912,46200,False,False
calibration,5481282947e39da2afaa382c8789dcf2b32790734b95b63ca604718414e26da8,8,12,0,705,3,3,10.08021668679321,6.755504935459378,24.586151368760063,19.676718938480096,53368,False,False
calibration,5481282947e39da2afaa382c8789dcf2b32790734b95b63ca604718414e26da8,8,12,4,664,3,3,9.793233001881214,6.771314892004547,24.590255591054312,19.676718938480096,53368,False,False
calibration,5481282947e39da2afaa382c8789dcf2b32790734b95b63ca604718414e26da8,8,12,8,413,3,3,7.669552498655547,6.5967848856479945,17.091275844679778,7.161543222611925,53368,False,False
calibration,5481282947e39da2afaa382c8789dcf2b32790734b95b63ca604718414e26da8,8,12,16,149,2,2,10.819558902420928,3.9635390533534034,63.07225433526011,49.269233572067776,53368,False,False
calibration,5481282947e39da2afaa382c8789dcf2b32790734b95b63ca604718414e26da8,8,12,32,18,2,2,68.1606637218258,14.051561365286856,192.70047543581617,117.93607375686912,46200,False,False
validation,97b646e771b20a013f9c1c86b0928ca61079bd6140bfa5e0b977b575f696fa3b,2,2,0,15505,18,6,13.54480575525182,8.052631578947368,42.86607142857143,12.097079464478515,399688,True,False
validation,97b646e771b20a013f9c1c86b0928ca61079bd6140bfa5e0b977b575f696fa3b,2,2,4,3465,16,6,20.038763233683937,19.552644587246665,57.68421052631579,15.1434180417444,399688,True,False
validation,97b646e771b20a013f9c1c86b0928ca61079bd6140bfa5e0b977b575f696fa3b,2,2,8,2041,14,6,23.25628538780321,25.365508633243188,102.94285714285714,15.146179901938993,399688,True,False
validation,97b646e771b20a013f9c1c86b0928ca61079bd6140bfa5e0b977b575f696fa3b,2,2,16,903,8,4,25.578030683025833,30.909152657497028,78.91836734693878,31.294418437921728,399688,True,False
validation,97b646e771b20a013f9c1c86b0928ca61079bd6140bfa5e0b977b575f696fa3b,2,2,32,260,5,4,27.48589711517176,29.411750483558993,182.0864406779661,79.06879073135408,399688,False,False
validation,97b646e771b20a013f9c1c86b0928ca61079bd6140bfa5e0b977b575f696fa3b,2,2,64,74,2,2,38.9883966328522,25.35564389387076,105.50581527936146,73.62233329599164,399688,False,False
validation,97b646e771b20a013f9c1c86b0928ca61079bd6140bfa5e0b977b575f696fa3b,2,3,0,10326,17,6,17.029939298504914,13.733648881239242,43.61785714285714,16.581993569131832,399688,True,False
validation,97b646e771b20a013f9c1c86b0928ca61079bd6140bfa5e0b977b575f696fa3b,2,3,4,3459,16,6,20.059895975826993,19.577113198220463,57.68421052631579,15.55945988558815,399688,True,False
validation,97b646e771b20a013f9c1c86b0928ca61079bd6140bfa5e0b977b575f696fa3b,2,3,8,2041,14,6,23.25628538780321,25.365508633243188,102.94285714285714,15.146179901938993,399688,True,False
validation,97b646e771b20a013f9c1c86b0928ca61079bd6140bfa5e0b977b575f696fa3b,2,3,16,903,8,4,25.578030683025833,30.909152657497028,78.91836734693878,31.294418437921728,399688,True,False
validation,97b646e771b20a013f9c1c86b0928ca61079bd6140bfa5e0b977b575f696fa3b,2,3,32,260,5,4,27.48589711517176,29.411750483558993,182.0864406779661,79.06879073135408,399688,False,False
validation,97b646e771b20a013f9c1c86b0928ca61079bd6140bfa5e0b977b575f696fa3b,2,3,64,74,2,2,38.9883966328522,25.35564389387076,105.50581527936146,73.62233329599164,399688,False,False
validation,97b646e771b20a013f9c1c86b0928ca61079bd6140bfa5e0b977b575f696fa3b,2,4,0,7002,16,6,18.129767066430144,14.546818923327896,46.040277777777774,21.81249165977208,399688,True,False
validation,97b646e771b20a013f9c1c86b0928ca61079bd6140bfa5e0b977b575f696fa3b,2,4,4,3325,16,6,20.401751628057536,19.9637787567303,57.68421052631579,21.229322047603645,399688,True,False
validation,97b646e771b20a013f9c1c86b0928ca61079bd6140bfa5e0b977b575f696fa3b,2,4,8,2041,14,6,23.25628538780321,25.365508633243188,102.94285714285714,15.146179901938993,399688,True,False
validation,97b646e771b20a013f9c1c86b0928ca61079bd6140bfa5e0b977b575f696fa3b,2,4,16,903,8,4,25.578030683025833,30.909152657497028,78.91836734693878,31.294418437921728,399688,True,False
validation,97b646e771b20a013f9c1c86b0928ca61079bd6140bfa5e0b977b575f696fa3b,2,4,32,260,5,4,27.48589711517176,29.411750483558993,182.0864406779661,79.06879073135408,399688,False,False
validation,97b646e771b20a013f9c1c86b0928ca61079bd6140bfa5e0b977b575f696fa3b,2,4,64,74,2,2,38.9883966328522,25.35564389387076,105.50581527936146,73.62233329599164,399688,False,False
validation,97b646e771b20a013f9c1c86b0928ca61079bd6140bfa5e0b977b575f696fa3b,2,5,0,5711,14,6,18.797140502004986,15.106627393225331,49.63157894736842,25.077511737089203,399688,True,False
validation,97b646e771b20a013f9c1c86b0928ca61079bd6140bfa5e0b977b575f696fa3b,2,5,4,2997,14,6,20.924736731831608,21.260573308270676,61.83229813664596,28.28910299687611,399688,True,False
validation,97b646e771b20a013f9c1c86b0928ca61079bd6140bfa5e0b977b575f696fa3b,2,5,8,2020,12,5,23.39773808287465,25.404608677600166,50.010113780025286,22.246632029121194,399688,True,False
validation,97b646e771b20a013f9c1c86b0928ca61079bd6140bfa5e0b977b575f696fa3b,2,5,16,903,8,4,25.578030683025833,30.909152657497028,78.91836734693878,31.294418437921728,399688,True,False
validation,97b646e771b20a013f9c1c86b0928ca61079bd6140bfa5e0b977b575f696fa3b,2,5,32,260,5,4,27.48589711517176,29.411750483558993,182.0864406779661,79.06879073135408,399688,False,False
validation,97b646e771b20a013f9c1c86b0928ca61079bd6140bfa5e0b977b575f696fa3b,2,5,64,74,2,2,38.9883966328522,25.35564389387076,105.50581527936146,73.62233329599164,399688,False,False
validation,97b646e771b20a013f9c1c86b0928ca61079bd6140bfa5e0b977b575f696fa3b,2,6,0,5362,14,6,18.88508150251197,15.55065312046444,49.48148148148148,24.20616826503923,399688,True,False
validation,97b646e771b20a013f9c1c86b0928ca61079bd6140bfa5e0b977b575f696fa3b,2,6,4,2883,14,6,21.041355874962125,21.843443770415305,62.3375,25.920000947263723,399688,True,False
validation,97b646e771b20a013f9c1c86b0928ca61079bd6140bfa5e0b977b575f696fa3b,2,6,8,1985,12,5,23.464208812948257,24.997762863534675,49.5,25.3400258213128,399688,True,False
validation,97b646e771b20a013f9c1c86b0928ca61079bd6140bfa5e0b977b575f696fa3b,2,6,16,902,8,4,25.58927632333395,30.909152657497028,78.91836734693878,31.294418437921728,399688,True,False
validation,97b646e771b20a013f9c1c86b0928ca61079bd6140bfa5e0b977b575f696fa3b,2,6,32,260,5,4,27.48589711517176,29.411750483558993,182.0864406779661,79.06879073135408,399688,False,False
validation,97b646e771b20a013f9c1c86b0928ca61079bd6140bfa5e0b977b575f696fa3b,2,6,64,74,2,2,38.9883966328522,25.35564389387076,105.50581527936146,73.62233329599164,399688,False,False
validation,97b646e771b20a013f9c1c86b0928ca61079bd6140bfa5e0b977b575f696fa3b,2,7,0,3828,11,5,18.387975322290085,18.941800310398346,64.3170731707317,24.7875,399688,True,False
validation,97b646e771b20a013f9c1c86b0928ca61079bd6140bfa5e0b977b575f696fa3b,2,7,4,1973,11,5,20.749790166705104,25.085621313809234,64.66904761904762,14.524098124098124,399688,True,False
validation,97b646e771b20a013f9c1c86b0928ca61079bd6140bfa5e0b977b575f696fa3b,2,7,8,1390,10,5,23.45530579725897,27.073075492748234,67.14776632302406,13.606717560671084,399688,True,False
validation,97b646e771b20a013f9c1c86b0928ca61079bd6140bfa5e0b977b575f696fa3b,2,7,16,735,6,4,25.459592299643187,31.136501840294446,85.57142857142857,37.378020189631584,399688,True,False
validation,97b646e771b20a013f9c1c86b0928ca61079bd6140bfa5e0b977b575f696fa3b,2,7,32,260,5,4,27.48589711517176,29.411750483558993,182.0864406779661,79.06879073135408,399688,False,False
validation,97b646e771b20a013f9c1c86b0928ca61079bd6140bfa5e0b977b575f696fa3b,2,7,64,74,2,2,38.9883966328522,25.35564389387076,105.50581527936146,73.62233329599164,399688,False,False
validation,97b646e771b20a013f9c1c86b0928ca61079bd6140bfa5e0b977b575f696fa3b,2,8,0,3141,8,4,18.666001642124307,21.079295154185022,100.9186046511628,32.00817589944302,399688,True,False
validation,97b646e771b20a013f9c1c86b0928ca61079bd6140bfa5e0b977b575f696fa3b,2,8,4,1618,8,4,20.87816879427491,26.79374275782155,106.71627906976744,47.099983453570715,399688,True,False
validation,97b646e771b20a013f9c1c86b0928ca61079bd6140bfa5e0b977b575f696fa3b,2,8,8,1127,8,4,23.603574084942775,28.384367156686984,105.46039035591275,28.979685505057553,399688,True,False
validation,97b646e771b20a013f9c1c86b0928ca61079bd6140bfa5e0b977b575f696fa3b,2,8,16,639,6,4,25.15166958527314,29.66544655929722,125.70222222222222,37.3328157264587,399688,True,False
validation,97b646e771b20a013f9c1c86b0928ca61079bd6140bfa5e0b977b575f696fa3b,2,8,32,260,5,4,27.48589711517176,29.411750483558993,182.0864406779661,79.06879073135408,399688,False,False
validation,97b646e771b20a013f9c1c86b0928ca61079bd6140bfa5e0b977b575f696fa3b,2,8,64,74,2,2,38.9883966328522,25.35564389387076,105.50581527936146,73.62233329599164,399688,False,False
validation,97b646e771b20a013f9c1c86b0928ca61079bd6140bfa5e0b977b575f696fa3b,2,9,0,2239,7,4,19.4335624322704,25.548618664346314,116.78921078921078,24.182692307692307,399688,True,False
validation,97b646e771b20a013f9c1c86b0928ca61079bd6140bfa5e0b977b575f696fa3b,2,9,4,1278,7,4,21.278955339593473,27.480543318649044,119.63036963036963,43.07763401109057,399688,True,False
validation,97b646e771b20a013f9c1c86b0928ca61079bd6140bfa5e0b977b575f696fa3b,2,9,8,970,7,4,23.42992822934951,31.36673000518224,119.63036963036963,42.87658802177859,399688,True,False
validation,97b646e771b20a013f9c1c86b0928ca61079bd6140bfa5e0b977b575f696fa3b,2,9,16,571,5,4,24.67217287937918,28.4970592258241,134.9090909090909,28.247094274644855,399688,False,False
validation,97b646e771b20a013f9c1c86b0928ca61079bd6140bfa5e0b977b575f696fa3b,2,9,32,257,5,4,27.51384284285919,29.314786131299893,195.21112076455256,79.06879073135408,399688,False,False
validation,97b646e771b20a013f9c1c86b0928ca61079bd6140bfa5e0b977b575f696fa3b,2,9,64,74,2,2,38.9883966328522,25.35564389387076,105.50581527936146,73.62233329599164,399688,False,False
validation,97b646e771b20a013f9c1c86b0928ca61079bd6140bfa5e0b977b575f696fa3b,2,10,0,1117,6,4,22.522907024775144,28.60505557547508,132.55252100840337,37.889999656529184,399688,True,False
validation,97b646e771b20a013f9c1c86b0928ca61079bd6140bfa5e0b977b575f696fa3b,2,10,4,881,6,4,23.342344539278873,30.778134504900304,139.32773109243698,30.36962885398318,399688,True,False
validation,97b646e771b20a013f9c1c86b0928ca61079bd6140bfa5e0b977b575f696fa3b,2,10,8,798,5,4,23.933266853264133,30.523310211324407,139.32773109243698,45.58375634517766,399688,False,False
validation,97b646e771b20a013f9c1c86b0928ca61079bd6140bfa5e0b977b575f696fa3b,2,10,16,509,5,4,24.938924513401542,28.357455849156818,144.3981092436975,41.153225806451616,399688,False,False
validation,97b646e771b20a013f9c1c86b0928ca61079bd6140bfa5e0b977b575f696fa3b,2,10,32,255,5,4,27.333628000522776,29.314786131299893,195.21112076455256,79.06879073135408,399688,False,False
validation,97b646e771b20a013f9c1c86b0928ca61079bd6140bfa5e0b977b575f696fa3b,2,10,64,74,2,2,38.9883966328522,25.35564389387076,105.50581527936146,73.62233329599164,399688,False,False
validation,97b646e771b20a013f9c1c86b0928ca61079bd6140bfa5e0b977b575f696fa3b,2,11,0,652,5,4,25.094961295137075,29.165412445730826,135.85429141716565,61.2842190016103,399688,False,False
validation,97b646e771b20a013f9c1c86b0928ca61079bd6140bfa5e0b977b575f696fa3b,2,11,4,638,5,4,25.24205078533037,29.107168510271514,138.5309381237525,61.2842190016103,399688,False,False
validation,97b646e771b20a013f9c1c86b0928ca61079bd6140bfa5e0b977b575f696fa3b,2,11,8,601,5,4,25.48528928125466,28.911237553342815,138.5309381237525,61.2842190016103,399688,False,False
validation,97b646e771b20a013f9c1c86b0928ca61079bd6140bfa5e0b977b575f696fa3b,2,11,16,420,5,4,26.756313020905978,29.128502903307247,162.76123876123876,60.3059866962306,399688,False,False
validation,97b646e771b20a013f9c1c86b0928ca61079bd6140bfa5e0b977b575f696fa3b,2,11,32,255,5,4,27.333628000522776,29.314786131299893,195.21112076455256,79.06879073135408,399688,False,False
validation,97b646e771b20a013f9c1c86b0928ca61079bd6140bfa5e0b977b575f696fa3b,2,11,64,74,2,2,38.9883966328522,25.35564389387076,105.50581527936146,73.62233329599164,399688,False,False
validation,97b646e771b20a013f9c1c86b0928ca61079bd6140bfa5e0b977b575f696fa3b,2,12,0,585,5,4,25.167990833828128,29.08897048439486,159.10922787193974,73.88321167883211,399688,False,False
validation,97b646e771b20a013f9c1c86b0928ca61079bd6140bfa5e0b977b575f696fa3b,2,12,4,578,5,4,25.235221134220456,28.4970592258241,163.03201506591338,75.7860696517413,399688,False,False
validation,97b646e771b20a013f9c1c86b0928ca61079bd6140bfa5e0b977b575f696fa3b,2,12,8,541,5,4,25.49487045110946,28.37649108698566,163.03201506591338,73.25714285714285,399688,False,False
validation,97b646e771b20a013f9c1c86b0928ca61079bd6140bfa5e0b977b575f696fa3b,2,12,16,379,5,4,26.45492180800616,28.243471953578336,183.21135029354207,82.30925925925926,399688,False,False
validation,97b646e771b20a013f9c1c86b0928ca61079bd6140bfa5e0b977b575f696fa3b,2,12,32,245,4,3,27.54457197427994,29.314786131299893,195.21112076455256,57.640699713248935,399688,False,False
validation,97b646e771b20a013f9c1c86b0928ca61079bd6140bfa5e0b977b575f696fa3b,2,12,64,74,2,2,38.9883966328522,25.35564389387076,105.50581527936146,73.62233329599164,399688,False,False
validation,97b646e771b20a013f9c1c86b0928ca61079bd6140bfa5e0b977b575f696fa3b,3,2,0,7727,16,6,17.936131975676297,14.029535864978904,45.35,26.14522022022022,399688,True,False
validation,97b646e771b20a013f9c1c86b0928ca61079bd6140bfa5e0b977b575f696fa3b,3,2,4,3409,16,6,20.17849301139556,20.052255361104265,55.2,17.27454352681514,399688,True,False
validation,97b646e771b20a013f9c1c86b0928ca61079bd6140bfa5e0b977b575f696fa3b,3,2,8,2041,14,6,23.25628538780321,25.365508633243188,102.94285714285714,15.146179901938993,399688,True,False
validation,97b646e771b20a013f9c1c86b0928ca61079bd6140bfa5e0b977b575f696fa3b,3,2,16,903,8,4,25.578030683025833,30.909152657497028,78.91836734693878,31.294418437921728,399688,True,False
validation,97b646e771b20a013f9c1c86b0928ca61079bd6140bfa5e0b977b575f696fa3b,3,2,32,260,5,4,27.48589711517176,29.411750483558993,182.0864406779661,79.06879073135408,399688,False,False
validation,97b646e771b20a013f9c1c86b0928ca61079bd6140bfa5e0b977b575f696fa3b,3,2,64,74,2,2,38.9883966328522,25.35564389387076,105.50581527936146,73.62233329599164,399688,False,False
validation,97b646e771b20a013f9c1c86b0928ca61079bd6140bfa5e0b977b575f696fa3b,3,3,0,7535,16,6,17.905460770394956,14.202744425385935,43.38166666666667,26.14522022022022,399688,True,False
validation,97b646e771b20a013f9c1c86b0928ca61079bd6140bfa5e0b977b575f696fa3b,3,3,4,3409,16,6,20.17849301139556,20.052255361104265,55.2,17.27454352681514,399688,True,False
validation,97b646e771b20a013f9c1c86b0928ca61079bd6140bfa5e0b977b575f696fa3b,3,3,8,2041,14,6,23.25628538780321,25.365508633243188,102.94285714285714,15.146179901938993,399688,True,False
validation,97b646e771b20a013f9c1c86b0928ca61079bd6140bfa5e0b977b575f696fa3b,3,3,16,903,8,4,25.578030683025833,30.909152657497028,78.91836734693878,31.294418437921728,399688,True,False
validation,97b646e771b20a013f9c1c86b0928ca61079bd6140bfa5e0b977b575f696fa3b,3,3,32,260,5,4,27.48589711517176,29.411750483558993,182.0864406779661,79.06879073135408,399688,False,False
validation,97b646e771b20a013f9c1c86b0928ca61079bd6140bfa5e0b977b575f696fa3b,3,3,64,74,2,2,38.9883966328522,25.35564389387076,105.50581527936146,73.62233329599164,399688,False,False
validation,97b646e771b20a013f9c1c86b0928ca61079bd6140bfa5e0b977b575f696fa3b,3,4,0,6060,16,6,18.52481108394778,14.987594553706506,46.039370078740156,27.113750000000003,399688,True,False
validation,97b646e771b20a013f9c1c86b0928ca61079bd6140bfa5e0b977b575f696fa3b,3,4,4,3289,16,6,20.474912689736318,20.154541015625,55.2,20.236111149118607,399688,True,False
validation,97b646e771b20a013f9c1c86b0928ca61079bd6140bfa5e0b977b575f696fa3b,3,4,8,2041,14,6,23.25628538780321,25.365508633243188,102.94285714285714,15.146179901938993,399688,True,False
validation,97b646e771b20a013f9c1c86b0928ca61079bd6140bfa5e0b977b575f696fa3b,3,4,16,903,8,4,25.578030683025833,30.909152657497028,78.91836734693878,31.294418437921728,399688,True,False
validation,97b646e771b20a013f9c1c86b0928ca61079bd6140bfa5e0b977b575f696fa3b,3,4,32,260,5,4,27.48589711517176,29.411750483558993,182.0864406779661,79.06879073135408,399688,False,False
validation,97b646e771b20a013f9c1c86b0928ca61079bd6140bfa5e0b977b575f696fa3b,3,4,64,74,2,2,38.9883966328522,25.35564389387076,105.50581527936146,73.62233329599164,399688,False,False
validation,97b646e771b20a013f9c1c86b0928ca61079bd6140bfa5e0b977b575f696fa3b,3,5,0,5307,14,6,19.01700793532773,15.573448773448774,47.50625,33.26452702702703,399688,True,False
validation,97b646e771b20a013f9c1c86b0928ca61079bd6140bfa5e0b977b575f696fa3b,3,5,4,2970,14,6,20.997962640065023,21.516174402250353,61.5679012345679,28.18234143103981,399688,True,False
validation,97b646e771b20a013f9c1c86b0928ca61079bd6140bfa5e0b977b575f696fa3b,3,5,8,2020,12,5,23.39773808287465,25.404608677600166,50.010113780025286,22.246632029121194,399688,True,False
validation,97b646e771b20a013f9c1c86b0928ca61079bd6140bfa5e0b977b575f696fa3b,3,5,16,903,8,4,25.578030683025833,30.909152657497028,78.91836734693878,31.294418437921728,399688,True,False
validation,97b646e771b20a013f9c1c86b0928ca61079bd6140bfa5e0b977b575f696fa3b,3,5,32,260,5,4,27.48589711517176,29.411750483558993,182.0864406779661,79.06879073135408,399688,False,False
validation,97b646e771b20a013f9c1c86b0928ca61079bd6140bfa5e0b977b575f696fa3b,3,5,64,74,2,2,38.9883966328522,25.35564389387076,105.50581527936146,73.62233329599164,399688,False,False
validation,97b646e771b20a013f9c1c86b0928ca61079bd6140bfa5e0b977b575f696fa3b,3,6,0,5098,14,6,19.088312577150994,15.600851063829786,51.7,32.76173427152318,399688,True,False
validation,97b646e771b20a013f9c1c86b0928ca61079bd6140bfa5e0b977b575f696fa3b,3,6,4,2857,14,6,21.12238050801288,22.412709497206706,59.2,25.85131555052291,399688,True,False
validation,97b646e771b20a013f9c1c86b0928ca61079bd6140bfa5e0b977b575f696fa3b,3,6,8,1985,12,5,23.464208812948257,24.997762863534675,49.5,25.3400258213128,399688,True,False
validation,97b646e771b20a013f9c1c86b0928ca61079bd6140bfa5e0b977b575f696fa3b,3,6,16,902,8,4,25.58927632333395,30.909152657497028,78.91836734693878,31.294418437921728,399688,True,False
validation,97b646e771b20a013f9c1c86b0928ca61079bd6140bfa5e0b977b575f696fa3b,3,6,32,260,5,4,27.48589711517176,29.411750483558993,182.0864406779661,79.06879073135408,399688,False,False
validation,97b646e771b20a013f9c1c86b0928ca61079bd6140bfa5e0b977b575f696fa3b,3,6,64,74,2,2,38.9883966328522,25.35564389387076,105.50581527936146,73.62233329599164,399688,False,False
validation,97b646e771b20a013f9c1c86b0928ca61079bd6140bfa5e0b977b575f696fa3b,3,7,0,3633,11,5,18.603001883188867,19.334600760456272,64.26428571428572,49.142857142857146,399688,True,False
validation,97b646e771b20a013f9c1c86b0928ca61079bd6140bfa5e0b977b575f696fa3b,3,7,4,1948,11,5,20.846332443206112,25.026480695370932,64.66904761904762,15.253900709219858,399688,True,False
validation,97b646e771b20a013f9c1c86b0928ca61079bd6140bfa5e0b977b575f696fa3b,3,7,8,1390,10,5,23.45530579725897,27.073075492748234,67.14776632302406,13.606717560671084,399688,True,False
validation,97b646e771b20a013f9c1c86b0928ca61079bd6140bfa5e0b977b575f696fa3b,3,7,16,735,6,4,25.459592299643187,31.136501840294446,85.57142857142857,37.378020189631584,399688,True,False
validation,97b646e771b20a013f9c1c86b0928ca61079bd6140bfa5e0b977b575f696fa3b,3,7,32,260,5,4,27.48589711517176,29.411750483558993,182.0864406779661,79.06879073135408,399688,False,False
validation,97b646e771b20a013f9c1c86b0928ca61079bd6140bfa5e0b977b575f696fa3b,3,7,64,74,2,2,38.9883966328522,25.35564389387076,105.50581527936146,73.62233329599164,399688,False,False
validation,97b646e771b20a013f9c1c86b0928ca61079bd6140bfa5e0b977b575f696fa3b,3,8,0,3004,8,4,18.904673225867878,21.786300048239266,106.18139534883721,49.00919745845552,399688,True,False
validation,97b646e771b20a013f9c1c86b0928ca61079bd6140bfa5e0b977b575f696fa3b,3,8,4,1594,8,4,20.988794495403095,27.006759366550792,106.71627906976744,47.099983453570715,399688,True,False
validation,97b646e771b20a013f9c1c86b0928ca61079bd6140bfa5e0b977b575f696fa3b,3,8,8,1127,8,4,23.603574084942775,28.384367156686984,105.46039035591275,28.979685505057553,399688,True,False
validation,97b646e771b20a013f9c1c86b0928ca61079bd6140bfa5e0b977b575f696fa3b,3,8,16,639,6,4,25.15166958527314,29.66544655929722,125.70222222222222,37.3328157264587,399688,True,False
validation,97b646e771b20a013f9c1c86b0928ca61079bd6140bfa5e0b977b575f696fa3b,3,8,32,260,5,4,27.48589711517176,29.411750483558993,182.0864406779661,79.06879073135408,399688,False,False
