phase,contract_id,min_side_literals,min_main_literals,min_positive_choices,records,problems,families,aggregate_ratio,p95_ratio,maximum_problem_median_ratio,problem_balanced_median_ratio,maximum_estimated_bytes,sample_eligible,calibration_gate
validation,97b646e771b20a013f9c1c86b0928ca61079bd6140bfa5e0b977b575f696fa3b,6,8,32,254,5,4,27.441758031005275,29.314786131299893,210.5133689839572,79.06879073135408,399688,False,False
validation,97b646e771b20a013f9c1c86b0928ca61079bd6140bfa5e0b977b575f696fa3b,6,8,64,74,2,2,38.9883966328522,25.35564389387076,105.50581527936146,73.62233329599164,399688,False,False
validation,97b646e771b20a013f9c1c86b0928ca61079bd6140bfa5e0b977b575f696fa3b,6,9,0,1420,7,4,21.914630907704872,27.95796847635727,221.83849557522123,21.289818688981867,399688,True,False
validation,97b646e771b20a013f9c1c86b0928ca61079bd6140bfa5e0b977b575f696fa3b,6,9,4,1082,7,4,22.68928764628142,29.39694796837654,221.83849557522123,21.289818688981867,399688,True,False
validation,97b646e771b20a013f9c1c86b0928ca61079bd6140bfa5e0b977b575f696fa3b,6,9,8,837,7,4,24.959426132361422,31.826857532379005,221.83849557522123,21.289818688981867,399688,True,False
validation,97b646e771b20a013f9c1c86b0928ca61079bd6140bfa5e0b977b575f696fa3b,6,9,16,541,5,4,24.650402213372995,30.639218523878437,221.83849557522123,28.247094274644855,399688,False,False
validation,97b646e771b20a013f9c1c86b0928ca61079bd6140bfa5e0b977b575f696fa3b,6,9,32,251,5,4,27.469752852779013,29.314786131299893,235.17630597014926,79.06879073135408,399688,False,False
validation,97b646e771b20a013f9c1c86b0928ca61079bd6140bfa5e0b977b575f696fa3b,6,9,64,74,2,2,38.9883966328522,25.35564389387076,105.50581527936146,73.62233329599164,399688,False,False
validation,97b646e771b20a013f9c1c86b0928ca61079bd6140bfa5e0b977b575f696fa3b,6,10,0,821,6,4,24.91818254644241,31.826857532379005,221.83849557522123,35.289042560379784,399688,True,False
validation,97b646e771b20a013f9c1c86b0928ca61079bd6140bfa5e0b977b575f696fa3b,6,10,4,739,6,4,25.276956947754243,32.5480093676815,221.83849557522123,35.289042560379784,399688,True,False
validation,97b646e771b20a013f9c1c86b0928ca61079bd6140bfa5e0b977b575f696fa3b,6,10,8,696,5,4,25.652654303265503,31.989822294022616,221.83849557522123,48.72141706924316,399688,False,False
validation,97b646e771b20a013f9c1c86b0928ca61079bd6140bfa5e0b977b575f696fa3b,6,10,16,481,5,4,24.905337934650568,29.266140890255315,221.83849557522123,41.153225806451616,399688,False,False
validation,97b646e771b20a013f9c1c86b0928ca61079bd6140bfa5e0b977b575f696fa3b,6,10,32,249,5,4,27.28681987727552,29.314786131299893,235.17630597014926,79.06879073135408,399688,False,False
validation,97b646e771b20a013f9c1c86b0928ca61079bd6140bfa5e0b977b575f696fa3b,6,10,64,74,2,2,38.9883966328522,25.35564389387076,105.50581527936146,73.62233329599164,399688,False,False
validation,97b646e771b20a013f9c1c86b0928ca61079bd6140bfa5e0b977b575f696fa3b,6,11,0,530,5,4,27.353599022500408,30.311379800853484,220.09034267912773,58.51445086705202,399688,False,False
validation,97b646e771b20a013f9c1c86b0928ca61079bd6140bfa5e0b977b575f696fa3b,6,11,4,530,5,4,27.353599022500408,30.311379800853484,220.09034267912773,58.51445086705202,399688,False,False
validation,97b646e771b20a013f9c1c86b0928ca61079bd6140bfa5e0b977b575f696fa3b,6,11,8,523,5,4,27.31784759161842,30.311379800853484,220.09034267912773,58.51445086705202,399688,False,False
validation,97b646e771b20a013f9c1c86b0928ca61079bd6140bfa5e0b977b575f696fa3b,6,11,16,393,5,4,26.824772859742644,29.48636707902045,220.09034267912773,60.3059866962306,399688,False,False
validation,97b646e771b20a013f9c1c86b0928ca61079bd6140bfa5e0b977b575f696fa3b,6,11,32,249,5,4,27.28681987727552,29.314786131299893,235.17630597014926,79.06879073135408,399688,False,False
validation,97b646e771b20a013f9c1c86b0928ca61079bd6140bfa5e0b977b575f696fa3b,6,11,64,74,2,2,38.9883966328522,25.35564389387076,105.50581527936146,73.62233329599164,399688,False,False
validation,97b646e771b20a013f9c1c86b0928ca61079bd6140bfa5e0b977b575f696fa3b,6,12,0,492,5,4,27.170664152685855,29.266140890255315,244.79011194029852,76.3675,399688,False,False
validation,97b646e771b20a013f9c1c86b0928ca61079bd6140bfa5e0b977b575f696fa3b,6,12,4,492,5,4,27.170664152685855,29.266140890255315,244.79011194029852,76.3675,399688,False,False
validation,97b646e771b20a013f9c1c86b0928ca61079bd6140bfa5e0b977b575f696fa3b,6,12,8,485,5,4,27.133086356629022,29.266140890255315,244.79011194029852,73.25714285714285,399688,False,False
validation,97b646e771b20a013f9c1c86b0928ca61079bd6140bfa5e0b977b575f696fa3b,6,12,16,355,5,4,26.60938008444606,28.624028182701654,244.79011194029852,82.30925925925926,399688,False,False
validation,97b646e771b20a013f9c1c86b0928ca61079bd6140bfa5e0b977b575f696fa3b,6,12,32,239,4,3,27.49948417305899,29.535062781331437,244.79011194029852,57.640699713248935,399688,False,False
validation,97b646e771b20a013f9c1c86b0928ca61079bd6140bfa5e0b977b575f696fa3b,6,12,64,74,2,2,38.9883966328522,25.35564389387076,105.50581527936146,73.62233329599164,399688,False,False
validation,97b646e771b20a013f9c1c86b0928ca61079bd6140bfa5e0b977b575f696fa3b,7,2,0,1181,9,5,22.446573261072878,28.489548338932437,87.1635565312843,11.560357675111774,399688,True,False
validation,97b646e771b20a013f9c1c86b0928ca61079bd6140bfa5e0b977b575f696fa3b,7,2,4,1074,9,5,23.07984947833665,29.187659729828404,87.1635565312843,9.609858059498347,399688,True,False
validation,97b646e771b20a013f9c1c86b0928ca61079bd6140bfa5e0b977b575f696fa3b,7,2,8,891,8,4,24.682587227479935,31.523883696780892,87.1635565312843,15.851848566654766,399688,True,False
validation,97b646e771b20a013f9c1c86b0928ca61079bd6140bfa5e0b977b575f696fa3b,7,2,16,568,5,4,24.963336603481206,31.466847908170973,87.1635565312843,22.032467532467532,399688,False,False
validation,97b646e771b20a013f9c1c86b0928ca61079bd6140bfa5e0b977b575f696fa3b,7,2,32,245,5,4,26.75965595600725,29.314786131299893,89.07609988109394,68.63082802547771,399688,False,False
validation,97b646e771b20a013f9c1c86b0928ca61079bd6140bfa5e0b977b575f696fa3b,7,2,64,74,2,2,38.9883966328522,25.35564389387076,105.50581527936146,73.62233329599164,399688,False,False
validation,97b646e771b20a013f9c1c86b0928ca61079bd6140bfa5e0b977b575f696fa3b,7,3,0,1181,9,5,22.446573261072878,28.489548338932437,87.1635565312843,11.560357675111774,399688,True,False
validation,97b646e771b20a013f9c1c86b0928ca61079bd6140bfa5e0b977b575f696fa3b,7,3,4,1074,9,5,23.07984947833665,29.187659729828404,87.1635565312843,9.609858059498347,399688,True,False
validation,97b646e771b20a013f9c1c86b0928ca61079bd6140bfa5e0b977b575f696fa3b,7,3,8,891,8,4,24.682587227479935,31.523883696780892,87.1635565312843,15.851848566654766,399688,True,False
validation,97b646e771b20a013f9c1c86b0928ca61079bd6140bfa5e0b977b575f696fa3b,7,3,16,568,5,4,24.963336603481206,31.466847908170973,87.1635565312843,22.032467532467532,399688,False,False
validation,97b646e771b20a013f9c1c86b0928ca61079bd6140bfa5e0b977b575f696fa3b,7,3,32,245,5,4,26.75965595600725,29.314786131299893,89.07609988109394,68.63082802547771,399688,False,False
validation,97b646e771b20a013f9c1c86b0928ca61079bd6140bfa5e0b977b575f696fa3b,7,3,64,74,2,2,38.9883966328522,25.35564389387076,105.50581527936146,73.62233329599164,399688,False,False
validation,97b646e771b20a013f9c1c86b0928ca61079bd6140bfa5e0b977b575f696fa3b,7,4,0,1181,9,5,22.446573261072878,28.489548338932437,87.1635565312843,11.560357675111774,399688,True,False
validation,97b646e771b20a013f9c1c86b0928ca61079bd6140bfa5e0b977b575f696fa3b,7,4,4,1074,9,5,23.07984947833665,29.187659729828404,87.1635565312843,9.609858059498347,399688,True,False
validation,97b646e771b20a013f9c1c86b0928ca61079bd6140bfa5e0b977b575f696fa3b,7,4,8,891,8,4,24.682587227479935,31.523883696780892,87.1635565312843,15.851848566654766,399688,True,False
validation,97b646e771b20a013f9c1c86b0928ca61079bd6140bfa5e0b977b575f696fa3b,7,4,16,568,5,4,24.963336603481206,31.466847908170973,87.1635565312843,22.032467532467532,399688,False,False
validation,97b646e771b20a013f9c1c86b0928ca61079bd6140bfa5e0b977b575f696fa3b,7,4,32,245,5,4,26.75965595600725,29.314786131299893,89.07609988109394,68.63082802547771,399688,False,False
validation,97b646e771b20a013f9c1c86b0928ca61079bd6140bfa5e0b977b575f696fa3b,7,4,64,74,2,2,38.9883966328522,25.35564389387076,105.50581527936146,73.62233329599164,399688,False,False
validation,97b646e771b20a013f9c1c86b0928ca61079bd6140bfa5e0b977b575f696fa3b,7,5,0,1181,9,5,22.446573261072878,28.489548338932437,87.1635565312843,11.560357675111774,399688,True,False
validation,97b646e771b20a013f9c1c86b0928ca61079bd6140bfa5e0b977b575f696fa3b,7,5,4,1074,9,5,23.07984947833665,29.187659729828404,87.1635565312843,9.609858059498347,399688,True,False
validation,97b646e771b20a013f9c1c86b0928ca61079bd6140bfa5e0b977b575f696fa3b,7,5,8,891,8,4,24.682587227479935,31.523883696780892,87.1635565312843,15.851848566654766,399688,True,False
validation,97b646e771b20a013f9c1c86b0928ca61079bd6140bfa5e0b977b575f696fa3b,7,5,16,568,5,4,24.963336603481206,31.466847908170973,87.1635565312843,22.032467532467532,399688,False,False
validation,97b646e771b20a013f9c1c86b0928ca61079bd6140bfa5e0b977b575f696fa3b,7,5,32,245,5,4,26.75965595600725,29.314786131299893,89.07609988109394,68.63082802547771,399688,False,False
validation,97b646e771b20a013f9c1c86b0928ca61079bd6140bfa5e0b977b575f696fa3b,7,5,64,74,2,2,38.9883966328522,25.35564389387076,105.50581527936146,73.62233329599164,399688,False,False
validation,97b646e771b20a013f9c1c86b0928ca61079bd6140bfa5e0b977b575f696fa3b,7,6,0,1181,9,5,22.446573261072878,28.489548338932437,87.1635565312843,11.560357675111774,399688,True,False
validation,97b646e771b20a013f9c1c86b0928ca61079bd6140bfa5e0b977b575f696fa3b,7,6,4,1074,9,5,23.07984947833665,29.187659729828404,87.1635565312843,9.609858059498347,399688,True,False
validation,97b646e771b20a013f9c1c86b0928ca61079bd6140bfa5e0b977b575f696fa3b,7,6,8,891,8,4,24.682587227479935,31.523883696780892,87.1635565312843,15.851848566654766,399688,True,False
validation,97b646e771b20a013f9c1c86b0928ca61079bd6140bfa5e0b977b575f696fa3b,7,6,16,568,5,4,24.963336603481206,31.466847908170973,87.1635565312843,22.032467532467532,399688,False,False
validation,97b646e771b20a013f9c1c86b0928ca61079bd6140bfa5e0b977b575f696fa3b,7,6,32,245,5,4,26.75965595600725,29.314786131299893,89.07609988109394,68.63082802547771,399688,False,False
validation,97b646e771b20a013f9c1c86b0928ca61079bd6140bfa5e0b977b575f696fa3b,7,6,64,74,2,2,38.9883966328522,25.35564389387076,105.50581527936146,73.62233329599164,399688,False,False
validation,97b646e771b20a013f9c1c86b0928ca61079bd6140bfa5e0b977b575f696fa3b,7,7,0,1181,9,5,22.446573261072878,28.489548338932437,87.1635565312843,11.560357675111774,399688,True,False
validation,97b646e771b20a013f9c1c86b0928ca61079bd6140bfa5e0b977b575f696fa3b,7,7,4,1074,9,5,23.07984947833665,29.187659729828404,87.1635565312843,9.609858059498347,399688,True,False
validation,97b646e771b20a013f9c1c86b0928ca61079bd6140bfa5e0b977b575f696fa3b,7,7,8,891,8,4,24.682587227479935,31.523883696780892,87.1635565312843,15.851848566654766,399688,True,False
validation,97b646e771b20a013f9c1c86b0928ca61079bd6140bfa5e0b977b575f696fa3b,7,7,16,568,5,4,24.963336603481206,31.466847908170973,87.1635565312843,22.032467532467532,399688,False,False
validation,97b646e771b20a013f9c1c86b0928ca61079bd6140bfa5e0b977b575f696fa3b,7,7,32,245,5,4,26.75965595600725,29.314786131299893,89.07609988109394,68.63082802547771,399688,False,False
validation,97b646e771b20a013f9c1c86b0928ca61079bd6140bfa5e0b977b575f696fa3b,7,7,64,74,2,2,38.9883966328522,25.35564389387076,105.50581527936146,73.62233329599164,399688,False,False
validation,97b646e771b20a013f9c1c86b0928ca61079bd6140bfa5e0b977b575f696fa3b,7,8,0,1008,7,4,23.25323943431484,31.680193930687736,143.23207547169812,22.032467532467532,399688,True,False
validation,97b646e771b20a013f9c1c86b0928ca61079bd6140bfa5e0b977b575f696fa3b,7,8,4,963,7,4,23.378130796513044,32.43694176491604,143.23207547169812,22.032467532467532,399688,True,False
validation,97b646e771b20a013f9c1c86b0928ca61079bd6140bfa5e0b977b575f696fa3b,7,8,8,810,7,4,24.650169901207157,31.866530820173203,143.23207547169812,22.032467532467532,399688,True,False
validation,97b646e771b20a013f9c1c86b0928ca61079bd6140bfa5e0b977b575f696fa3b,7,8,16,534,5,4,24.634373334095482,30.311379800853484,143.23207547169812,22.032467532467532,399688,False,False
validation,97b646e771b20a013f9c1c86b0928ca61079bd6140bfa5e0b977b575f696fa3b,7,8,32,245,5,4,26.75965595600725,29.314786131299893,89.07609988109394,68.63082802547771,399688,False,False
validation,97b646e771b20a013f9c1c86b0928ca61079bd6140bfa5e0b977b575f696fa3b,7,8,64,74,2,2,38.9883966328522,25.35564389387076,105.50581527936146,73.62233329599164,399688,False,False
validation,97b646e771b20a013f9c1c86b0928ca61079bd6140bfa5e0b977b575f696fa3b,7,9,0,842,6,4,23.699247455020092,31.7405424080152,169.40514661879115,32.67212436046056,399688,True,False
validation,97b646e771b20a013f9c1c86b0928ca61079bd6140bfa5e0b977b575f696fa3b,7,9,4,817,6,4,23.784886222318455,31.866530820173203,169.40514661879115,32.67212436046056,399688,True,False
validation,97b646e771b20a013f9c1c86b0928ca61079bd6140bfa5e0b977b575f696fa3b,7,9,8,730,6,4,24.741837882392346,32.5480093676815,169.40514661879115,32.693590777789524,399688,True,False
validation,97b646e771b20a013f9c1c86b0928ca61079bd6140bfa5e0b977b575f696fa3b,7,9,16,490,5,4,24.33298093869229,29.266140890255315,169.40514661879115,22.65389876880985,399688,False,False
validation,97b646e771b20a013f9c1c86b0928ca61079bd6140bfa5e0b977b575f696fa3b,7,9,32,242,5,4,26.782015764422912,29.314786131299893,132.50231267345052,79.06879073135408,399688,False,False
validation,97b646e771b20a013f9c1c86b0928ca61079bd6140bfa5e0b977b575f696fa3b,7,9,64,74,2,2,38.9883966328522,25.35564389387076,105.50581527936146,73.62233329599164,399688,False,False
validation,97b646e771b20a013f9c1c86b0928ca61079bd6140bfa5e0b977b575f696fa3b,7,10,0,628,6,4,25.406348111741625,32.37178463013261,169.40514661879115,38.22155126140633,399688,True,False
validation,97b646e771b20a013f9c1c86b0928ca61079bd6140bfa5e0b977b575f696fa3b,7,10,4,617,6,4,25.459814112843013,32.26639149071281,169.40514661879115,38.22155126140633,399688,True,False
validation,97b646e771b20a013f9c1c86b0928ca61079bd6140bfa5e0b977b575f696fa3b,7,10,8,611,5,4,25.533878687509045,32.26639149071281,169.40514661879115,53.73590982286635,399688,False,False
validation,97b646e771b20a013f9c1c86b0928ca61079bd6140bfa5e0b977b575f696fa3b,7,10,16,437,5,4,24.625221241325722,29.73276639608298,169.40514661879115,39.91141498216409,399688,False,False
validation,97b646e771b20a013f9c1c86b0928ca61079bd6140bfa5e0b977b575f696fa3b,7,10,32,240,5,4,26.598172088847136,29.314786131299893,132.50231267345052,79.06879073135408,399688,False,False
validation,97b646e771b20a013f9c1c86b0928ca61079bd6140bfa5e0b977b575f696fa3b,7,10,64,74,2,2,38.9883966328522,25.35564389387076,105.50581527936146,73.62233329599164,399688,False,False
validation,97b646e771b20a013f9c1c86b0928ca61079bd6140bfa5e0b977b575f696fa3b,7,11,0,460,5,4,27.38554687225502,29.78435798698712,169.40514661879115,58.51445086705202,399688,False,False
validation,97b646e771b20a013f9c1c86b0928ca61079bd6140bfa5e0b977b575f696fa3b,7,11,4,460,5,4,27.38554687225502,29.78435798698712,169.40514661879115,58.51445086705202,399688,False,False
validation,97b646e771b20a013f9c1c86b0928ca61079bd6140bfa5e0b977b575f696fa3b,7,11,8,460,5,4,27.38554687225502,29.78435798698712,169.40514661879115,58.51445086705202,399688,False,False
validation,97b646e771b20a013f9c1c86b0928ca61079bd6140bfa5e0b977b575f696fa3b,7,11,16,352,5,4,26.652308482263837,28.624028182701654,169.40514661879115,60.3059866962306,399688,False,False
validation,97b646e771b20a013f9c1c86b0928ca61079bd6140bfa5e0b977b575f696fa3b,7,11,32,240,5,4,26.598172088847136,29.314786131299893,132.50231267345052,79.06879073135408,399688,False,False
validation,97b646e771b20a013f9c1c86b0928ca61079bd6140bfa5e0b977b575f696fa3b,7,11,64,74,2,2,38.9883966328522,25.35564389387076,105.50581527936146,73.62233329599164,399688,False,False
validation,97b646e771b20a013f9c1c86b0928ca61079bd6140bfa5e0b977b575f696fa3b,7,12,0,427,5,4,27.333006189249303,29.73276639608298,186.43200740055505,82.38947368421053,399688,False,False
validation,97b646e771b20a013f9c1c86b0928ca61079bd6140bfa5e0b977b575f696fa3b,7,12,4,427,5,4,27.333006189249303,29.73276639608298,186.43200740055505,82.38947368421053,399688,False,False
validation,97b646e771b20a013f9c1c86b0928ca61079bd6140bfa5e0b977b575f696fa3b,7,12,8,427,5,4,27.333006189249303,29.73276639608298,186.43200740055505,82.38947368421053,399688,False,False
validation,97b646e771b20a013f9c1c86b0928ca61079bd6140bfa5e0b977b575f696fa3b,7,12,16,319,5,4,26.56229470279121,28.843116201383918,186.43200740055505,79.31907308377896,399688,False,False
validation,97b646e771b20a013f9c1c86b0928ca61079bd6140bfa5e0b977b575f696fa3b,7,12,32,230,4,3,26.78877910176254,29.535062781331437,186.43200740055505,57.640699713248935,399688,False,False
validation,97b646e771b20a013f9c1c86b0928ca61079bd6140bfa5e0b977b575f696fa3b,7,12,64,74,2,2,38.9883966328522,25.35564389387076,105.50581527936146,73.62233329599164,399688,False,False
validation,97b646e771b20a013f9c1c86b0928ca61079bd6140bfa5e0b977b575f696fa3b,8,2,0,777,6,4,23.173127187092952,31.980572597137016,52.74562306900103,28.706822386792503,399688,True,False
validation,97b646e771b20a013f9c1c86b0928ca61079bd6140bfa5e0b977b575f696fa3b,8,2,4,738,6,4,23.291206274506152,32.16918121715545,52.74562306900103,28.706822386792503,399688,True,False
validation,97b646e771b20a013f9c1c86b0928ca61079bd6140bfa5e0b977b575f696fa3b,8,2,8,607,6,4,24.120038237549224,32.68511050169382,52.74562306900103,28.706822386792503,399688,True,False
validation,97b646e771b20a013f9c1c86b0928ca61079bd6140bfa5e0b977b575f696fa3b,8,2,16,476,5,4,24.569155251947368,31.90697012802276,55.82586206896552,22.931309904153355,399688,False,False
validation,97b646e771b20a013f9c1c86b0928ca61079bd6140bfa5e0b977b575f696fa3b,8,2,32,238,5,4,26.149048301647,29.535062781331437,89.07609988109394,34.81229773462783,399688,False,False
validation,97b646e771b20a013f9c1c86b0928ca61079bd6140bfa5e0b977b575f696fa3b,8,2,64,72,2,2,38.16348353672454,25.35564389387076,60.78353814644137,51.26119472953159,399688,False,False
validation,97b646e771b20a013f9c1c86b0928ca61079bd6140bfa5e0b977b575f696fa3b,8,3,0,777,6,4,23.173127187092952,31.980572597137016,52.74562306900103,28.706822386792503,399688,True,False
validation,97b646e771b20a013f9c1c86b0928ca61079bd6140bfa5e0b977b575f696fa3b,8,3,4,738,6,4,23.291206274506152,32.16918121715545,52.74562306900103,28.706822386792503,399688,True,False
validation,97b646e771b20a013f9c1c86b0928ca61079bd6140bfa5e0b977b575f696fa3b,8,3,8,607,6,4,24.120038237549224,32.68511050169382,52.74562306900103,28.706822386792503,399688,True,False
validation,97b646e771b20a013f9c1c86b0928ca61079bd6140bfa5e0b977b575f696fa3b,8,3,16,476,5,4,24.569155251947368,31.90697012802276,55.82586206896552,22.931309904153355,399688,False,False
validation,97b646e771b20a013f9c1c86b0928ca61079bd6140bfa5e0b977b575f696fa3b,8,3,32,238,5,4,26.149048301647,29.535062781331437,89.07609988109394,34.81229773462783,399688,False,False
validation,97b646e771b20a013f9c1c86b0928ca61079bd6140bfa5e0b977b575f696fa3b,8,3,64,72,2,2,38.16348353672454,25.35564389387076,60.78353814644137,51.26119472953159,399688,False,False
validation,97b646e771b20a013f9c1c86b0928ca61079bd6140bfa5e0b977b575f696fa3b,8,4,0,777,6,4,23.173127187092952,31.980572597137016,52.74562306900103,28.706822386792503,399688,True,False
validation,97b646e771b20a013f9c1c86b0928ca61079bd6140bfa5e0b977b575f696fa3b,8,4,4,738,6,4,23.291206274506152,32.16918121715545,52.74562306900103,28.706822386792503,399688,True,False
validation,97b646e771b20a013f9c1c86b0928ca61079bd6140bfa5e0b977b575f696fa3b,8,4,8,607,6,4,24.120038237549224,32.68511050169382,52.74562306900103,28.706822386792503,399688,True,False
validation,97b646e771b20a013f9c1c86b0928ca61079bd6140bfa5e0b977b575f696fa3b,8,4,16,476,5,4,24.569155251947368,31.90697012802276,55.82586206896552,22.931309904153355,399688,False,False
validation,97b646e771b20a013f9c1c86b0928ca61079bd6140bfa5e0b977b575f696fa3b,8,4,32,238,5,4,26.149048301647,29.535062781331437,89.07609988109394,34.81229773462783,399688,False,False
validation,97b646e771b20a013f9c1c86b0928ca61079bd6140bfa5e0b977b575f696fa3b,8,4,64,72,2,2,38.16348353672454,25.35564389387076,60.78353814644137,51.26119472953159,399688,False,False
validation,97b646e771b20a013f9c1c86b0928ca61079bd6140bfa5e0b977b575f696fa3b,8,5,0,777,6,4,23.173127187092952,31.980572597137016,52.74562306900103,28.706822386792503,399688,True,False
validation,97b646e771b20a013f9c1c86b0928ca61079bd6140bfa5e0b977b575f696fa3b,8,5,4,738,6,4,23.291206274506152,32.16918121715545,52.74562306900103,28.706822386792503,399688,True,False
validation,97b646e771b20a013f9c1c86b0928ca61079bd6140bfa5e0b977b575f696fa3b,8,5,8,607,6,4,24.120038237549224,32.68511050169382,52.74562306900103,28.706822386792503,399688,True,False
validation,97b646e771b20a013f9c1c86b0928ca61079bd6140bfa5e0b977b575f696fa3b,8,5,16,476,5,4,24.569155251947368,31.90697012802276,55.82586206896552,22.931309904153355,399688,False,False
validation,97b646e771b20a013f9c1c86b0928ca61079bd6140bfa5e0b977b575f696fa3b,8,5,32,238,5,4,26.149048301647,29.535062781331437,89.07609988109394,34.81229773462783,399688,False,False
validation,97b646e771b20a013f9c1c86b0928ca61079bd6140bfa5e0b977b575f696fa3b,8,5,64,72,2,2,38.16348353672454,25.35564389387076,60.78353814644137,51.26119472953159,399688,False,False
validation,97b646e771b20a013f9c1c86b0928ca61079bd6140bfa5e0b977b575f696fa3b,8,6,0,777,6,4,23.173127187092952,31.980572597137016,52.74562306900103,28.706822386792503,399688,True,False
validation,97b646e771b20a013f9c1c86b0928ca61079bd6140bfa5e0b977b575f696fa3b,8,6,4,738,6,4,23.291206274506152,32.16918121715545,52.74562306900103,28.706822386792503,399688,True,False
validation,97b646e771b20a013f9c1c86b0928ca61079bd6140bfa5e0b977b575f696fa3b,8,6,8,607,6,4,24.120038237549224,32.68511050169382,52.74562306900103,28.706822386792503,399688,True,False
validation,97b646e771b20a013f9c1c86b0928ca61079bd6140bfa5e0b977b575f696fa3b,8,6,16,476,5,4,24.569155251947368,31.90697012802276,55.82586206896552,22.931309904153355,399688,False,False
validation,97b646e771b20a013f9c1c86b0928ca61079bd6140bfa5e0b977b575f696fa3b,8,6,32,238,5,4,26.149048301647,29.535062781331437,89.07609988109394,34.81229773462783,399688,False,False
validation,97b646e771b20a013f9c1c86b0928ca61079bd6140bfa5e0b977b575f696fa3b,8,6,64,72,2,2,38.16348353672454,25.35564389387076,60.78353814644137,51.26119472953159,399688,False,False
validation,97b646e771b20a013f9c1c86b0928ca61079bd6140bfa5e0b977b575f696fa3b,8,7,0,777,6,4,23.173127187092952,31.980572597137016,52.74562306900103,28.706822386792503,399688,True,False
validation,97b646e771b20a013f9c1c86b0928ca61079bd6140bfa5e0b977b575f696fa3b,8,7,4,738,6,4,23.291206274506152,32.16918121715545,52.74562306900103,28.706822386792503,399688,True,False
validation,97b646e771b20a013f9c1c86b0928ca61079bd6140bfa5e0b977b575f696fa3b,8,7,8,607,6,4,24.120038237549224,32.68511050169382,52.74562306900103,28.706822386792503,399688,True,False
validation,97b646e771b20a013f9c1c86b0928ca61079bd6140bfa5e0b977b575f696fa3b,8,7,16,476,5,4,24.569155251947368,31.90697012802276,55.82586206896552,22.931309904153355,399688,False,False
validation,97b646e771b20a013f9c1c86b0928ca61079bd6140bfa5e0b977b575f696fa3b,8,7,32,238,5,4,26.149048301647,29.535062781331437,89.07609988109394,34.81229773462783,399688,False,False
validation,97b646e771b20a013f9c1c86b0928ca61079bd6140bfa5e0b977b575f696fa3b,8,7,64,72,2,2,38.16348353672454,25.35564389387076,60.78353814644137,51.26119472953159,399688,False,False
validation,97b646e771b20a013f9c1c86b0928ca61079bd6140bfa5e0b977b575f696fa3b,8,8,0,777,6,4,23.173127187092952,31.980572597137016,52.74562306900103,28.706822386792503,399688,True,False
validation,97b646e771b20a013f9c1c86b0928ca61079bd6140bfa5e0b977b575f696fa3b,8,8,4,738,6,4,23.291206274506152,32.16918121715545,52.74562306900103,28.706822386792503,399688,True,False
validation,97b646e771b20a013f9c1c86b0928ca61079bd6140bfa5e0b977b575f696fa3b,8,8,8,607,6,4,24.120038237549224,32.68511050169382,52.74562306900103,28.706822386792503,399688,True,False
validation,97b646e771b20a013f9c1c86b0928ca61079bd6140bfa5e0b977b575f696fa3b,8,8,16,476,5,4,24.569155251947368,31.90697012802276,55.82586206896552,22.931309904153355,399688,False,False
validation,97b646e771b20a013f9c1c86b0928ca61079bd6140bfa5e0b977b575f696fa3b,8,8,32,238,5,4,26.149048301647,29.535062781331437,89.07609988109394,34.81229773462783,399688,False,False
validation,97b646e771b20a013f9c1c86b0928ca61079bd6140bfa5e0b977b575f696fa3b,8,8,64,72,2,2,38.16348353672454,25.35564389387076,60.78353814644137,51.26119472953159,399688,False,False
validation,97b646e771b20a013f9c1c86b0928ca61079bd6140bfa5e0b977b575f696fa3b,8,9,0,647,6,4,23.68288779456141,32.627615752183225,60.04555314533623,37.676876224802314,399688,True,False
validation,97b646e771b20a013f9c1c86b0928ca61079bd6140bfa5e0b977b575f696fa3b,8,9,4,624,6,4,23.776204272004694,32.206785137318256,60.04555314533623,37.676876224802314,399688,True,False
validation,97b646e771b20a013f9c1c86b0928ca61079bd6140bfa5e0b977b575f696fa3b,8,9,8,554,6,4,24.25377246749212,33.61120812827433,60.04555314533623,37.55013813859323,399688,True,False
validation,97b646e771b20a013f9c1c86b0928ca61079bd6140bfa5e0b977b575f696fa3b,8,9,16,449,5,4,24.455123031281357,31.03009164273013,57.44485934777197,22.983382079234246,399688,False,False
validation,97b646e771b20a013f9c1c86b0928ca61079bd6140bfa5e0b977b575f696fa3b,8,9,32,236,5,4,26.152925462746236,29.535062781331437,89.07609988109394,57.44485934777197,399688,False,False
validation,97b646e771b20a013f9c1c86b0928ca61079bd6140bfa5e0b977b575f696fa3b,8,9,64,72,2,2,38.16348353672454,25.35564389387076,60.78353814644137,51.26119472953159,399688,False,False
validation,97b646e771b20a013f9c1c86b0928ca61079bd6140bfa5e0b977b575f696fa3b,8,10,0,477,6,4,24.96128039951892,31.90697012802276,62.69848156182213,40.78204707430527,399688,True,False
validation,97b646e771b20a013f9c1c86b0928ca61079bd6140bfa5e0b977b575f696fa3b,8,10,4,467,6,4,25.015830432502703,31.90697012802276,62.69848156182213,40.78204707430527,399688,True,False
validation,97b646e771b20a013f9c1c86b0928ca61079bd6140bfa5e0b977b575f696fa3b,8,10,8,462,5,4,25.044703947975083,31.90697012802276,62.69848156182213,57.44485934777197,399688,False,False
